"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"Concept poss_eq from","SNOMED","Observation","S","SNOMED","Specimen",NA,3
"Concept poss_eq from","SNOMED","Observation",NA,"SNOMED","Condition",NA,16
"Concept poss_eq from","SNOMED","Observation",NA,"SNOMED","Device",NA,1
"Concept poss_eq from","SNOMED","Observation",NA,"SNOMED","Observation",NA,60
"Concept poss_eq from","SNOMED","Observation",NA,"SNOMED","Procedure",NA,11
"Concept poss_eq from","SNOMED","Place of Service",NA,"SNOMED","Observation",NA,1
"Concept poss_eq from","SNOMED","Place of Service",NA,"SNOMED","Procedure",NA,2
"Concept poss_eq from","SNOMED","Procedure","S","SNOMED","Condition",NA,80
"Concept poss_eq from","SNOMED","Procedure","S","SNOMED","Device",NA,5
"Concept poss_eq from","SNOMED","Procedure","S","SNOMED","Measurement",NA,2
"Concept poss_eq from","SNOMED","Procedure","S","SNOMED","Observation",NA,444
"Concept poss_eq from","SNOMED","Procedure","S","SNOMED","Procedure",NA,3775
"Concept poss_eq from","SNOMED","Procedure",NA,"SNOMED","Condition",NA,2
"Concept poss_eq from","SNOMED","Procedure",NA,"SNOMED","Device",NA,1
"Concept poss_eq from","SNOMED","Procedure",NA,"SNOMED","Observation",NA,3
"Concept poss_eq from","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,43
"Concept poss_eq from","SNOMED","Provider",NA,"SNOMED","Observation",NA,11
"Concept poss_eq from","SNOMED","Provider",NA,"SNOMED","Provider",NA,2
"Concept poss_eq from","SNOMED","Race",NA,"SNOMED","Condition",NA,1
"Concept poss_eq from","SNOMED","Race",NA,"SNOMED","Observation",NA,8
"Concept poss_eq from","SNOMED","Relationship","S","SNOMED","Condition",NA,1
"Concept poss_eq from","SNOMED","Relationship","S","SNOMED","Observation",NA,1
"Concept poss_eq from","SNOMED","Route","S","SNOMED","Observation",NA,4
"Concept poss_eq from","SNOMED","Route","S","SNOMED","Route",NA,1
"Concept poss_eq from","SNOMED","Spec Anatomic Site","S","SNOMED","Condition",NA,13
"Concept poss_eq from","SNOMED","Spec Anatomic Site","S","SNOMED","Observation",NA,577
"Concept poss_eq from","SNOMED","Spec Anatomic Site","S","SNOMED","Procedure",NA,2
"Concept poss_eq from","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site",NA,208
"Concept poss_eq from","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site",NA,1
"Concept poss_eq from","SNOMED","Specimen","S","SNOMED","Condition",NA,2
"Concept poss_eq from","SNOMED","Specimen","S","SNOMED","Observation",NA,30
"Concept poss_eq from","SNOMED","Specimen","S","SNOMED","Procedure",NA,6
"Concept poss_eq from","SNOMED","Specimen","S","SNOMED","Specimen",NA,4
"Concept poss_eq from","SNOMED","Type Concept",NA,"SNOMED","Condition",NA,3
"Concept poss_eq from","SNOMED","Type Concept",NA,"SNOMED","Observation",NA,25
"Concept poss_eq from","SNOMED","Type Concept",NA,"SNOMED","Procedure",NA,3
"Concept poss_eq from","SNOMED","Type Concept",NA,"SNOMED","Type Concept",NA,1
"Concept poss_eq from","SNOMED","Unit",NA,"SNOMED","Observation",NA,1
"Concept poss_eq from","SNOMED","Unit",NA,"SNOMED","Unit",NA,4
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Condition","S",9186
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Condition",NA,199
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Device","S",7
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Drug",NA,9
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Gender",NA,1
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Measurement","S",23
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Metadata",NA,32
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Observation","S",866
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Observation",NA,16
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Procedure","S",80
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Procedure",NA,2
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Race",NA,1
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Relationship","S",1
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Spec Anatomic Site","S",13
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Specimen","S",2
"Concept poss_eq to","SNOMED","Condition",NA,"SNOMED","Type Concept",NA,3
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Condition","S",2
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Device","S",210
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Drug",NA,2
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Metadata",NA,2
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Observation","S",17
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Observation",NA,1
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Procedure","S",5
"Concept poss_eq to","SNOMED","Device",NA,"SNOMED","Procedure",NA,1
"Concept poss_eq to","SNOMED","Drug",NA,"SNOMED","Device","S",63
"Concept poss_eq to","SNOMED","Drug",NA,"SNOMED","Drug",NA,3123
"Concept poss_eq to","SNOMED","Drug",NA,"SNOMED","Observation","S",61
"Concept poss_eq to","SNOMED","Measurement",NA,"SNOMED","Condition","S",2
"Concept poss_eq to","SNOMED","Measurement",NA,"SNOMED","Measurement","S",51
"Concept poss_eq to","SNOMED","Measurement",NA,"SNOMED","Observation","S",4
"Concept poss_eq to","SNOMED","Measurement",NA,"SNOMED","Procedure","S",2
"Concept poss_eq to","SNOMED","Metadata",NA,"SNOMED","Condition","S",19
"Concept poss_eq to","SNOMED","Metadata",NA,"SNOMED","Observation","S",3
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Condition","S",781
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Condition",NA,28
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Device","S",67
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Drug",NA,900
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Meas Value","S",6
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Measurement","S",93
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Measurement",NA,1
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Metadata",NA,45
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Observation","S",5202
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Observation",NA,60
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Place of Service",NA,1
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Procedure","S",444
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Procedure",NA,3
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Provider",NA,11
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Race",NA,8
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Relationship","S",1
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Route","S",4
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Spec Anatomic Site","S",577
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Specimen","S",30
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Type Concept",NA,25
"Concept poss_eq to","SNOMED","Observation",NA,"SNOMED","Unit",NA,1
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Condition","S",97
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Condition",NA,1
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Device","S",20
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Device",NA,1
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Drug",NA,18
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Measurement","S",533
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Measurement",NA,8
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Metadata",NA,1
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Observation","S",272
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Observation",NA,11
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Place of Service",NA,2
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Procedure","S",3775
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,43
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Spec Anatomic Site","S",2
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Specimen","S",6
"Concept poss_eq to","SNOMED","Procedure",NA,"SNOMED","Type Concept",NA,3
"Concept poss_eq to","SNOMED","Provider",NA,"SNOMED","Provider",NA,2
"Concept poss_eq to","SNOMED","Route",NA,"SNOMED","Observation","S",2
"Concept poss_eq to","SNOMED","Route",NA,"SNOMED","Route","S",1
"Concept poss_eq to","SNOMED","Spec Anatomic Site",NA,"SNOMED","Observation","S",7
"Concept poss_eq to","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site","S",208
"Concept poss_eq to","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site",NA,1
"Concept poss_eq to","SNOMED","Specimen",NA,"SNOMED","Observation","S",3
"Concept poss_eq to","SNOMED","Specimen",NA,"SNOMED","Specimen","S",4
"Concept poss_eq to","SNOMED","Type Concept",NA,"SNOMED","Type Concept",NA,1
"Concept poss_eq to","SNOMED","Unit",NA,"SNOMED","Unit",NA,4
"Concept replaced by","ABMS","Provider",NA,"ABMS","Provider","S",1
"Concept replaced by","CCAM","Procedure",NA,"CCAM","Procedure",NA,3
"Concept replaced by","Domain","Metadata",NA,"Domain","Metadata",NA,11
"Concept replaced by","HCPCS","Device",NA,"HCPCS","Device","S",21
"Concept replaced by","HCPCS","Drug",NA,"HCPCS","Device","S",3
"Concept replaced by","HCPCS","Drug",NA,"HCPCS","Drug","S",2
"Concept replaced by","HCPCS","Drug",NA,"HCPCS","Drug",NA,125
"Concept replaced by","HCPCS","Procedure",NA,"HCPCS","Device","S",1
"Concept replaced by","HCPCS","Procedure",NA,"HCPCS","Procedure","S",3
"Concept replaced by","HemOnc","Drug",NA,"HemOnc","Drug",NA,1
"Concept replaced by","HemOnc","Procedure",NA,"HemOnc","Procedure",NA,3
"Concept replaced by","HemOnc","Regimen",NA,"HemOnc","Regimen","S",16
"Concept replaced by","LOINC","Measurement",NA,"LOINC","Measurement","S",2667
"Concept replaced by","LOINC","Measurement",NA,"LOINC","Measurement",NA,22
"Concept replaced by","LOINC","Measurement",NA,"LOINC","Observation","S",2
"Concept replaced by","LOINC","Observation",NA,"LOINC","Measurement","S",35
"Concept replaced by","LOINC","Observation",NA,"LOINC","Observation","S",117
"Concept replaced by","Relationship","Metadata",NA,"Relationship","Metadata","S",2
"Concept replaced by","Relationship","Metadata",NA,"Relationship","Metadata",NA,2
"Concept replaced by","RxNorm","Drug",NA,"RxNorm","Drug","C",12
"Concept replaced by","RxNorm","Drug",NA,"RxNorm","Drug","S",33072
"Concept replaced by","RxNorm","Drug",NA,"RxNorm","Drug",NA,7374
"Concept replaced by","RxNorm Extension","Drug",NA,"RxNorm","Drug","S",11425
"Concept replaced by","RxNorm Extension","Drug",NA,"RxNorm","Drug",NA,501
"Concept replaced by","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug","S",134065
"Concept replaced by","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug",NA,15570
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Condition","S",7246
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Condition",NA,213
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Device","S",1
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Drug",NA,1
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Gender",NA,4
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Measurement","S",27
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Measurement",NA,4
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Metadata",NA,2
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Observation","S",2206
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Observation",NA,42
"Concept replaced by","SNOMED","Condition",NA,"SNOMED","Procedure","S",3
"Concept replaced by","SNOMED","Device",NA,"SNOMED","Device","S",496
"Concept replaced by","SNOMED","Device",NA,"SNOMED","Device",NA,2
"Concept replaced by","SNOMED","Device",NA,"SNOMED","Drug",NA,6
"Concept replaced by","SNOMED","Device",NA,"SNOMED","Observation","S",15
"Concept replaced by","SNOMED","Device",NA,"SNOMED","Procedure","S",3
"Concept replaced by","SNOMED","Drug",NA,"SNOMED","Device","S",611
"Concept replaced by","SNOMED","Drug",NA,"SNOMED","Device",NA,1
"Concept replaced by","SNOMED","Drug",NA,"SNOMED","Drug",NA,7955
"Concept replaced by","SNOMED","Drug",NA,"SNOMED","Observation","S",39
"Concept replaced by","SNOMED","Drug",NA,"SNOMED","Observation",NA,5
"Concept replaced by","SNOMED","Meas Value",NA,"SNOMED","Meas Value","S",1
"Concept replaced by","SNOMED","Measurement",NA,"SNOMED","Condition","S",9
"Concept replaced by","SNOMED","Measurement",NA,"SNOMED","Measurement","S",8
"Concept replaced by","SNOMED","Metadata",NA,"SNOMED","Metadata",NA,1
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Condition","S",573
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Condition",NA,17
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Device","S",172
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Device",NA,1
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Drug",NA,1979
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Meas Value","S",22
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Measurement","S",109
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Metadata",NA,3
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Observation","S",6180
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Observation",NA,86
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Procedure","S",8
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Provider",NA,1
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Relationship","S",96
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Spec Anatomic Site","S",266
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Spec Anatomic Site",NA,2
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Spec Disease Status","S",1
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Specimen","S",41
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Type Concept",NA,40
"Concept replaced by","SNOMED","Observation",NA,"SNOMED","Unit",NA,5
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Condition","S",21
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Condition",NA,2
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Device","S",11
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Measurement","S",1488
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Measurement",NA,23
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Observation","S",801
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Observation",NA,13
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Procedure","S",2659
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,106
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Spec Anatomic Site","S",1
"Concept replaced by","SNOMED","Procedure",NA,"SNOMED","Type Concept",NA,2
"Concept replaced by","SNOMED","Route",NA,"SNOMED","Route","S",10
"Concept replaced by","SNOMED","Route",NA,"SNOMED","Route",NA,1
"Concept replaced by","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site","S",2
"Concept replaced by","SNOMED","Unit",NA,"SNOMED","Unit",NA,70
"Concept replaced by","UCUM","Unit",NA,"UCUM","Unit","S",54
"Concept replaces","ABMS","Provider","S","ABMS","Provider",NA,1
"Concept replaces","CCAM","Procedure",NA,"CCAM","Procedure",NA,3
"Concept replaces","Domain","Metadata",NA,"Domain","Metadata",NA,11
"Concept replaces","HCPCS","Device","S","HCPCS","Device",NA,21
"Concept replaces","HCPCS","Device","S","HCPCS","Drug",NA,3
"Concept replaces","HCPCS","Device","S","HCPCS","Procedure",NA,1
"Concept replaces","HCPCS","Drug","S","HCPCS","Drug",NA,2
"Concept replaces","HCPCS","Drug",NA,"HCPCS","Drug",NA,125
"Concept replaces","HCPCS","Procedure","S","HCPCS","Procedure",NA,3
"Concept replaces","HemOnc","Drug",NA,"HemOnc","Drug",NA,1
"Concept replaces","HemOnc","Procedure",NA,"HemOnc","Procedure",NA,3
"Concept replaces","HemOnc","Regimen","S","HemOnc","Regimen",NA,16
"Concept replaces","LOINC","Measurement","S","LOINC","Measurement",NA,2667
"Concept replaces","LOINC","Measurement","S","LOINC","Observation",NA,35
"Concept replaces","LOINC","Measurement",NA,"LOINC","Measurement",NA,22
"Concept replaces","LOINC","Observation","S","LOINC","Measurement",NA,2
"Concept replaces","LOINC","Observation","S","LOINC","Observation",NA,117
"Concept replaces","Relationship","Metadata","S","Relationship","Metadata",NA,2
"Concept replaces","Relationship","Metadata",NA,"Relationship","Metadata",NA,2
"Concept replaces","RxNorm","Drug","C","RxNorm","Drug",NA,12
"Concept replaces","RxNorm","Drug","S","RxNorm","Drug",NA,33072
"Concept replaces","RxNorm","Drug","S","RxNorm Extension","Drug",NA,11425
"Concept replaces","RxNorm","Drug",NA,"RxNorm","Drug",NA,7374
"Concept replaces","RxNorm","Drug",NA,"RxNorm Extension","Drug",NA,501
"Concept replaces","RxNorm Extension","Drug","S","RxNorm Extension","Drug",NA,134065
"Concept replaces","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug",NA,15570
"Concept replaces","SNOMED","Condition","S","SNOMED","Condition",NA,7246
"Concept replaces","SNOMED","Condition","S","SNOMED","Measurement",NA,9
"Concept replaces","SNOMED","Condition","S","SNOMED","Observation",NA,573
"Concept replaces","SNOMED","Condition","S","SNOMED","Procedure",NA,21
"Concept replaces","SNOMED","Condition",NA,"SNOMED","Condition",NA,213
"Concept replaces","SNOMED","Condition",NA,"SNOMED","Observation",NA,17
"Concept replaces","SNOMED","Condition",NA,"SNOMED","Procedure",NA,2
"Concept replaces","SNOMED","Device","S","SNOMED","Condition",NA,1
"Concept replaces","SNOMED","Device","S","SNOMED","Device",NA,496
"Concept replaces","SNOMED","Device","S","SNOMED","Drug",NA,611
"Concept replaces","SNOMED","Device","S","SNOMED","Observation",NA,172
"Concept replaces","SNOMED","Device","S","SNOMED","Procedure",NA,11
"Concept replaces","SNOMED","Device",NA,"SNOMED","Device",NA,2
"Concept replaces","SNOMED","Device",NA,"SNOMED","Drug",NA,1
"Concept replaces","SNOMED","Device",NA,"SNOMED","Observation",NA,1
"Concept replaces","SNOMED","Drug",NA,"SNOMED","Condition",NA,1
"Concept replaces","SNOMED","Drug",NA,"SNOMED","Device",NA,6
"Concept replaces","SNOMED","Drug",NA,"SNOMED","Drug",NA,7955
"Concept replaces","SNOMED","Drug",NA,"SNOMED","Observation",NA,1979
"Concept replaces","SNOMED","Gender",NA,"SNOMED","Condition",NA,4
"Concept replaces","SNOMED","Meas Value","S","SNOMED","Meas Value",NA,1
"Concept replaces","SNOMED","Meas Value","S","SNOMED","Observation",NA,22
"Concept replaces","SNOMED","Measurement","S","SNOMED","Condition",NA,27
"Concept replaces","SNOMED","Measurement","S","SNOMED","Measurement",NA,8
"Concept replaces","SNOMED","Measurement","S","SNOMED","Observation",NA,109
"Concept replaces","SNOMED","Measurement","S","SNOMED","Procedure",NA,1488
"Concept replaces","SNOMED","Measurement",NA,"SNOMED","Condition",NA,4
"Concept replaces","SNOMED","Measurement",NA,"SNOMED","Procedure",NA,23
"Concept replaces","SNOMED","Metadata",NA,"SNOMED","Condition",NA,2
"Concept replaces","SNOMED","Metadata",NA,"SNOMED","Metadata",NA,1
"Concept replaces","SNOMED","Metadata",NA,"SNOMED","Observation",NA,3
"Concept replaces","SNOMED","Observation","S","SNOMED","Condition",NA,2206
